image_path,target,gender,skin_tone,age,intersection
dataset/imdb_wiki/imdb/93/nm0001593_rm2933686272_1982-7-24_2008_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/25/19140225_1971-08-06_2012_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/90/5718390_1971-09-23_2012_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/wiki/37/2924037_1931-07-16_1952_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/82/nm0000982_rm2013631488_1968-2-12_2008_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/wiki/23/8349723_1983-12-23_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/60/nm0452860_rm4136019200_1981-1-6_2013_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/72/18732372_1985-10-31_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/26/nm0636426_rm3072963328_1979-12-28_2011_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/53/13821353_1974-05-23_2007_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/71/nm0397171_rm1160690432_1981-3-2_2010_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/12/18422812_1952-11-19_2008_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/68/300268_1963-01-07_2009_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/79/nm0000179_rm3444177920_1972-12-29_2014_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/26/30805326_1991-01-18_2012_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/12/442612_1967-04-01_2004_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/wiki/90/63390_1949-06-22_1970_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/18/nm0001518_rm3664163328_1961-10-26_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/38/nm0000138_rm1598003200_1974-11-11_2004_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/68/38477168_1936-03-01_1955_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/41/4000241_1976-03-15_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/90/40552890_1990-07-25_2013_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/14/4465014_1983-08-10_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/45/2452645_1986-08-22_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/98/nm0666398_rm3985095424_1958-9-11_2010_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/13/nm0364813_rm233930752_1961-8-24_2007_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/19/nm1325419_rm602851072_1973-8-22_2014_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/43/nm0000343_rm4207464192_1943-3-15_2014_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/01/nm0001401_rm3133768704_1975-6-4_2010_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/65/27892965_1966-07-09_2012_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/79/nm0000079_rm2676608512_1940-9-5_1966_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/79/nm0605079_rm1732020992_1968-11-10_2008_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/73/16605073_1943-04-06_1964_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/01/nm1107001_rm1025354752_1978-9-23_2013_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/49/nm0578949_rm3617036800_1974-3-5_2006_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/67/nm1706767_rm2755841792_1983-12-20_2014_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/67/nm0004867_rm2152642560_1980-6-9_2002_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/27/nm0005527_rm4135236608_1972-7-10_2009_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/60/nm0068260_rm2903479296_1986-3-14_2008_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/93/nm0001293_rm1376487936_1974-2-8_2008_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/58/nm0396558_rm2857826048_1989-12-7_2015_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/21/994021_1937-06-02_1965_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/46/576546_1937-07-04_2004_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/36/248136_1945-10-19_1976_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/25/nm3232025_rm99398656_1986-2-15_2009_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/11/nm0000511_rm3692082944_1934-4-24_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/84/nm0126284_rm2565602816_1979-7-24_2014_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/30/11179430_1966-08-23_2014_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/92/21090592_1969-04-16_2009_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/67/nm3843467_rm1030275840_1997-5-12_2014_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/wiki/49/40433549_1951-01-13_2010_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/16/nm0358316_rm654751232_1971-3-10_2007_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/32/nm0000932_rm937465856_1966-8-14_2003_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/67/nm0005067_rm2743849472_1974-11-12_2009_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/95/354295_1978-03-21_2015_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/04/23008504_1984-04-23_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/62/28852862_1939-08-25_1959_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/14/145114_1944-07-07_1981_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/18/19337118_1894-07-27_1949_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/14/19979114_1986-07-31_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/52/nm3706952_rm2384770304_1985-2-6_2012_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/66/nm0362766_rm360493824_1977-9-15_2011_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/01/25907901_1986-11-11_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/11/45015211_1987-08-19_2013_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/76/36643176_1989-07-17_2012_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/83/11401783_1988-12-17_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/07/nm0000307_rm2757070592_1966-5-26_2010_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/27/14324227_1943-11-05_2009_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/71/nm0004971_rm3800931072_1974-3-1_2003_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/53/2505553_1982-04-12_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/94/216994_1980-10-24_2006_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/48/38980948_1975-12-10_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/31/nm0881631_rm1537718528_1972-6-7_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/00/nm0029400_rm967555584_1987-12-3_2010_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/29/399829_1933-01-13_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/24/10951024_1970-09-06_2011_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/08/3967808_1983-02-04_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/wiki/70/41319770_1929-09-05_1960_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/80/1453980_1977-09-15_2009_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/91/8733191_1985-02-01_2011_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/43/27506343_1955-07-09_2014_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/56/nm0519456_rm703436032_1975-3-15_2004_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/85/6408685_1980-09-19_2012_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/13/nm1567113_rm2143008000_1977-3-24_2012_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/18/nm0934618_rm2213141760_1981-3-24_2010_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/01/nm0316701_rm1340971264_1996-10-5_2001_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/87/nm0606487_rm3086926592_1963-4-8_2013_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/75/42681775_1995-12-01_2015_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/62/nm0915762_rm1527957504_1968-7-8_2003_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/27/nm1382427_rm2346483712_1975-11-20_2007_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/88/2973388_1968-12-01_2009_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/10/nm0000210_rm1814665984_1967-10-28_2000_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/10/16370810_1951-04-24_2007_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/22/17106922_1987-12-28_2013_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/10/nm1012010_rm334362368_1986-6-18_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/01/nm0628601_rm1475320576_1972-11-6_2006_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/40/nm0885840_rm302367744_1986-5-12_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/72/nm0134072_rm2838935552_1970-5-3_2005_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/56/nm1303956_rm2852451328_1979-3-20_2015_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/98/nm0232998_rm3208950528_1968-5-11_2011_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/90/1369690_1979-02-10_2014_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/40/5733240_1984-04-29_2008_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/93/3698793_1983-05-05_2009_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/29/nm0429129_rm2074589184_1977-9-25_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/63/nm0004763_rm3897727488_1971-1-11_2006_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/69/nm0006969_rm3357324800_1974-2-10_2012_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/41/36884441_1991-06-16_2011_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/70/nm1484270_rm372945920_1982-4-28_2009_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/wiki/13/25385113_1987-12-21_2011_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/18/nm0001618_rm1777979392_1974-10-28_2013_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/68/nm0000168_rm186889216_1948-12-21_2012_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/88/43820488_1986-09-30_2015_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/52/nm3492152_rm31573760_1989-6-22_2013_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/40/1008840_1938-04-10_1976_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/87/nm0913587_rm4152143360_1982-7-23_2009_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/92/nm1073992_rm2526973440_1978-11-10_2009_face1.jpg,0,Unknown,1,0,0
dataset/imdb_wiki/imdb/12/nm0750412_rm1997573888_1960-11-17_2009_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/73/46951073_1986-11-14_2013_face1.png,1,Unknown,1,0,0
dataset/imdb_wiki/imdb/88/nm0511088_rm2658842112_1973-9-14_2010_face1.jpg,0,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/18/19781718_1929-12-31_1979_face1.png,1,Unknown,1,0,0
dataset/StableDiffusion1.5_wiki_processed_process/83/3415983_1940-08-25_2007_face1.png,1,Unknown,1,0,0
